Date,Time,Announce,Caption
,12:03:00,03 課題開始.wav,課題を始めてください
,12:07:00,04 課題終了一分前.wav,終了1分前です
,12:08:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,12:10:00,01 移動開始.wav,入室してください
,12:12:00,02 課題読む.wav,課題を読んでください
,12:13:00,03 課題開始.wav,課題を始めてください
,12:17:00,04 課題終了一分前.wav,終了1分前です
,12:18:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,12:20:00,01 移動開始.wav,入室してください
,12:22:00,02 課題読む.wav,課題を読んでください
,12:23:00,03 課題開始.wav,課題を始めてください
,12:27:00,04 課題終了一分前.wav,終了1分前です
,12:28:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,12:30:00,01 移動開始.wav,入室してください
,12:32:00,02 課題読む.wav,課題を読んでください
,12:33:00,03 課題開始.wav,課題を始めてください
,12:37:00,04 課題終了一分前.wav,終了1分前です
,12:38:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,12:40:00,01 移動開始.wav,入室してください
,12:42:00,02 課題読む.wav,課題を読んでください
,12:43:00,03 課題開始.wav,課題を始めてください
,12:47:00,04 課題終了一分前.wav,終了1分前です
,12:48:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,12:48:15,19 休憩に入る.wav,これから、休憩に入ります
,13:58:00,17 開始2分前.wav,開始2分前です
,13:59:00,18 開始1分前.wav,開始1分前です
,14:00:00,01 移動開始.wav,入室してください
,14:02:00,02 課題読む.wav,課題を読んでください
,14:03:00,03 課題開始.wav,課題を始めてください
,14:07:00,04 課題終了一分前.wav,終了1分前です
,14:08:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,14:10:00,01 移動開始.wav,入室してください
,14:12:00,02 課題読む.wav,課題を読んでください
,14:13:00,03 課題開始.wav,課題を始めてください
,14:17:00,04 課題終了一分前.wav,終了1分前です
,14:18:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,14:20:00,01 移動開始.wav,入室してください
,14:22:00,02 課題読む.wav,課題を読んでください
,14:23:00,03 課題開始.wav,課題を始めてください
,14:27:00,04 課題終了一分前.wav,終了1分前です
,14:28:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,14:30:00,01 移動開始.wav,入室してください
,14:32:00,02 課題読む.wav,課題を読んでください
,14:33:00,03 課題開始.wav,課題を始めてください
,14:37:00,04 課題終了一分前.wav,終了1分前です
,14:38:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,14:40:00,01 移動開始.wav,入室してください
,14:42:00,02 課題読む.wav,課題を読んでください
,14:43:00,03 課題開始.wav,課題を始めてください
,14:47:00,04 課題終了一分前.wav,終了1分前です
,14:48:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,14:50:00,01 移動開始.wav,入室してください
,14:52:00,02 課題読む.wav,課題を読んでください
,14:53:00,03 課題開始.wav,課題を始めてください
,14:57:00,04 課題終了一分前.wav,終了1分前です
,14:58:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,15:00:00,01 移動開始.wav,入室してください
,15:02:00,02 課題読む.wav,課題を読んでください
,15:03:00,03 課題開始.wav,課題を始めてください
,15:07:00,04 課題終了一分前.wav,終了1分前です
,15:08:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,15:08:15,19 休憩に入る.wav,これから、休憩に入ります
,15:18:00,17 開始2分前.wav,開始2分前です
,15:19:00,18 開始1分前.wav,開始1分前です
,15:20:00,01 移動開始.wav,入室してください
,15:22:00,02 課題読む.wav,課題を読んでください
,15:23:00,03 課題開始.wav,課題を始めてください
,15:27:00,04 課題終了一分前.wav,終了1分前です
,15:28:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,15:30:00,01 移動開始.wav,入室してください
,15:32:00,02 課題読む.wav,課題を読んでください
,15:33:00,03 課題開始.wav,課題を始めてください
,15:37:00,04 課題終了一分前.wav,終了1分前です
,15:38:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,15:40:00,01 移動開始.wav,入室してください
,15:42:00,02 課題読む.wav,課題を読んでください
,15:43:00,03 課題開始.wav,課題を始めてください
,15:47:00,04 課題終了一分前.wav,終了1分前です
,15:48:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,15:50:00,01 移動開始.wav,入室してください
,15:52:00,02 課題読む.wav,課題を読んでください
,15:53:00,03 課題開始.wav,課題を始めてください
,15:57:00,04 課題終了一分前.wav,終了1分前です
,15:58:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,16:00:00,01 移動開始.wav,入室してください
,16:02:00,02 課題読む.wav,課題を読んでください
,16:03:00,03 課題開始.wav,課題を始めてください
,16:07:00,04 課題終了一分前.wav,終了1分前です
,16:08:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,16:10:00,01 移動開始.wav,入室してください
,16:12:00,02 課題読む.wav,課題を読んでください
,16:13:00,03 課題開始.wav,課題を始めてください
,16:17:00,04 課題終了一分前.wav,終了1分前です
,16:18:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,16:18:15,19 休憩に入る.wav,これから、休憩に入ります
,16:28:00,17 開始2分前.wav,開始2分前です
,16:29:00,18 開始1分前.wav,開始1分前です
,16:30:00,01 移動開始.wav,入室してください
,16:32:00,02 課題読む.wav,課題を読んでください
,16:33:00,03 課題開始.wav,課題を始めてください
,16:37:00,04 課題終了一分前.wav,終了1分前です
,16:38:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,16:40:00,01 移動開始.wav,入室してください
,16:42:00,02 課題読む.wav,課題を読んでください
,16:43:00,03 課題開始.wav,課題を始めてください
,16:47:00,04 課題終了一分前.wav,終了1分前です
,16:48:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,16:50:00,01 移動開始.wav,入室してください
,16:52:00,02 課題読む.wav,課題を読んでください
,16:53:00,03 課題開始.wav,課題を始めてください
,16:57:00,04 課題終了一分前.wav,終了1分前です
,16:58:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,17:00:00,01 移動開始.wav,入室してください
,17:02:00,02 課題読む.wav,課題を読んでください
,17:03:00,03 課題開始.wav,課題を始めてください
,17:07:00,04 課題終了一分前.wav,終了1分前です
,17:08:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,17:10:00,01 移動開始.wav,入室してください
,17:12:00,02 課題読む.wav,課題を読んでください
,17:13:00,03 課題開始.wav,課題を始めてください
,17:17:00,04 課題終了一分前.wav,終了1分前です
,17:18:00,05 課題終了_移動開始.wav,課題を終了し、移動を開始してください
,17:18:15,20 放送終了のアナウンス.wav,これで、放送を終了します
